Original;BreweryGroup;Lane;Origin;OriginWslr;OriginCity;OriginState;OriginType;Destination;DestinationWslr;DestinationCity;DestinationState;DestinationType;OW_Miles;TR_Loads;BH_Loads;tgt_ded_pcnt;bbls;ActDedicatedPayload;DedicatedLoads;Loads;FilledLoads;TotalLoadsToFill;DedicatedLoadsToFill
281;COL;OHCO_53409;OHCO;53400;OBETZ;OH;DC;53409;53409;BELLAIRE;OH;WS;131;29;0;100;10349;155;67;67;29;38;38
274;COL;OHCO_33441;OHCO;53400;OBETZ;OH;DC;33441;33441;IRONTON;OH;WB;113;4;0;100;6498;158;41;41;4;37;37
945;JKSV;JKSV_80155;JKSV;30900;JACKSONVILLE;FL;BRWY;80155;80155;LANETT;AL;WB;315;0;0;100;5577;153;36;36;\N;36;36
846;HTN;TXLP_94211;TXLP;24200;LAPORTE;TX;DC;94211;94211;BRENHAM;TX;WS;106;23;0;100;8961;151;59;59;23;36;36
1152;LA;RPS4_60426;RPS4;10401;CARSON(G&D WHSE);CA;DC;60426;60426;FRESNO;CA;WS;229;0;0;100;3715;104;36;36;\N;36;36
1379;NWK;NWK_23105;NWK;92900;NEWARK;NJ;BRWY;23105;23105;BINGHAMTON;NY;WS;174;0;2;100;5677;151;38;38;2;36;36
1878;WMS;DBB1_84569;DBB1;54500;LEXINGTON;VA;MB;84569;84569;RICHMOND;VA;WS;132;0;0;100;4807;135;36;36;\N;36;36
265;COL;OHCO_43458;OHCO;53400;OBETZ;OH;DC;43458;43458;ALBANY;OH;WB;77;27;0;100;9806;158;62;62;27;35;35
849;HTN;TXLP_51733;TXLP;24200;LAPORTE;TX;DC;51733;51733;LAKE CHARLES;LA;WS;137;24;0;100;8362;142;59;59;24;35;35
283;COL;OHCO_54727;OHCO;53400;OBETZ;OH;DC;54727;54727;BEECH BOTTOM;WV;WS;138;3;0;100;5243;138;38;38;3;35;35
629;FCL;CODC_60503;CODC;70500;AURORA;CO;DC;60503;60503;STEAMBOAT SPRINGS;CO;WS;197;12;0;100;6380;137;46;46;12;34;34
1907;WMS;VIRG_84552;VIRG;34500;COLONIAL HEIGHTS;VA;DC;84552;84552;WARSAW;VA;WS;103;20;0;100;7529;139;54;54;20;34;34
1667;STL;GRAN_01368;GRAN;21200;GRANITE CITY;IL;DC;1368;1368;NEW ALBANY;IN;WS;281;17;0;100;6957;139;50;50;17;33;33
1223;MERR;MERR_BLDV;MERR;22800;MERRIMACK;NH;BRWY;BLDV;23100;BALDWINSVILLE;NY;BR;294;0;0;100;4437;135;33;33;\N;33;33
1202;MERR;MERR_43163;MERR;22800;MERRIMACK;NH;BRWY;43163;43163;PEEKSKILL;NY;WS;216;0;0;100;3698;116;32;32;\N;32;32
1914;WMS;VIRG_74517;VIRG;34500;COLONIAL HEIGHTS;VA;DC;74517;74517;CAPE CHARLES;VA;WS;120;8;0;100;5637;141;40;40;8;32;32
1207;MERR;MERR_43122;MERR;22800;MERRIMACK;NH;BRWY;43122;43122;SECAUCUS;NJ;WS;230;0;0;100;3564;112;32;32;\N;32;32
1913;WMS;VIRG_61903;VIRG;34500;COLONIAL HEIGHTS;VA;DC;61903;61903;LEONARDTOWN;MD;WS;120;15;0;100;6618;144;46;46;15;31;31
174;COL;COL_51338;COL;43400;COLUMBUS;OH;BRWY;51338;51338;LEBANON;IN;WS;199;11;34;100;12327;163;75;75;45;30;30
1880;WMS;DBB1_64502;DBB1;54500;LEXINGTON;VA;MB;64502;64502;SPRINGFIELD;VA;WB;167;0;0;100;4030;135;30;30;\N;30;30
280;COL;OHCO_34734;OHCO;53400;OBETZ;OH;DC;34734;34734;HUNTINGTON;WV;WS;131;14;0;100;7132;164;43;43;14;29;29
57;BLDV;BLDV_22986;BLDV;23100;BALDWINSVILLE;NY;BRWY;22986;22986;ROBBINSVILLE;NJ;WS;271;1;199;35;89428;136;229;659;200;459;29
947;JKSV;JKSV_10976;JKSV;30900;JACKSONVILLE;FL;BRWY;10976;10976;FORT LAUDERDALE;FL;WS;322;143;38;22;131691;136;209;968;181;787;28
1825;STL;STL_41200;STL;52400;ST LOUIS;MO;BRWY;41200;41200;ARLINGTON HEIGHTS;IL;WB;302;231;213;29;237550;145;471;1636;444;1192;28
1820;STL;STL_41202;STL;52400;ST LOUIS;MO;BRWY;41202;41202;CHICAGO;IL;WS;295;522;1281;51;542874;152;1830;3573;1803;1771;27
151;COL;COL_51344;COL;43400;COLUMBUS;OH;BRWY;51344;51344;GREENFIELD;IN;WS;154;16;57;100;16325;164;100;100;73;27;27
1879;WMS;DBB1_VIRG;DBB1;54500;LEXINGTON;VA;MB;VIRG;34500;COLONIAL HEIGHTS;VA;BR;149;46;0;100;7479;103;72;72;46;26;26
1618;STL;GRAN_21261;GRAN;21200;GRANITE CITY;IL;DC;21261;21261;CARBONDALE;IL;WS;116;27;0;100;7765;145;53;53;27;26;26
1631;STL;GRAN_42470;GRAN;21200;GRANITE CITY;IL;DC;42470;42470;POPLAR BLUFF;MO;WS;161;19;0;100;7041;158;45;45;19;26;26
276;COL;OHCO_01602;OHCO;53400;OBETZ;OH;DC;1602;1602;ASHLAND;KY;WB;117;5;0;100;4704;155;30;30;5;25;25
948;JKSV;JKSV_70912;JKSV;30900;JACKSONVILLE;FL;BRWY;70912;70912;NAPLES;FL;WS;326;156;0;16;151503;135;181;1119;156;963;25
1621;STL;GRAN_42471;GRAN;21200;GRANITE CITY;IL;DC;42471;42471;CAPE GIRARDEAU;MO;WS;125;32;0;100;8709;153;57;57;32;25;25
177;COL;COL_11600;COL;43400;COLUMBUS;OH;BRWY;11600;11600;LOUISVILLE;KY;WS;211;168;101;25;171688;144;294;1191;269;922;25
167;COL;COL_33768;COL;43400;COLUMBUS;OH;BRWY;33768;33768;PITTSBURGH;PA;WS;188;213;0;13;252375;141;237;1789;213;1576;24
1417;NWK;NWK_MERR;NWK;92900;NEWARK;NJ;BRWY;MERR;22800;MERRIMACK;NH;BR;242;37;5;28;24379;103;66;237;42;195;24
1894;WMS;DBB1_NWK;DBB1;54500;LEXINGTON;VA;MB;NWK;92900;NEWARK;NJ;BR;390;6;0;100;4032;135;30;30;6;24;24
927;JKSV;JKSV_91006;JKSV;30900;JACKSONVILLE;FL;BRWY;91006;91006;EVANS;GA;WS;250;31;120;31;76942;136;174;564;151;413;23
204;COL;COL_03142;COL;43400;COLUMBUS;OH;BRWY;3142;3142;JAMESTOWN;NY;WS;288;0;0;100;3579;157;23;23;\N;23;23
1877;WMS;DBB1_64597;DBB1;54500;LEXINGTON;VA;MB;64597;64597;FREDERICKSBURG;VA;WB;131;0;0;100;3040;135;23;23;\N;23;23
1873;WMS;DBB1_84512;DBB1;54500;LEXINGTON;VA;MB;84512;84512;CHARLOTTESVILLE;VA;WB;64;0;0;100;3037;135;22;22;\N;22;22
1144;LA;RPS4_30492;RPS4;10401;CARSON(G&D WHSE);CA;DC;30492;30492;SANTA BARBARA;CA;WS;107;0;0;100;2287;103;22;22;\N;22;22
44;BLDV;BLDV_NWK;BLDV;23100;BALDWINSVILLE;NY;BRWY;NWK;92900;NEWARK;NJ;BR;251;250;0;15;252829;143;272;1773;250;1523;22
1876;WMS;DBB1_64524;DBB1;54500;LEXINGTON;VA;MB;64524;64524;WINCHESTER;VA;WB;127;0;0;100;2961;135;22;22;\N;22;22
1620;STL;GRAN_32437;GRAN;21200;GRANITE CITY;IL;DC;32437;32437;HANNIBAL;MO;WS;124;27;0;100;7416;152;49;49;27;22;22
791;HTN;HTN_61738;HTN;64200;HOUSTON;TX;BRWY;61738;61738;METAIRIE;LA;WS;339;103;0;7;218947;132;124;1664;103;1561;21
771;HTN;HTN_54215;HTN;64200;HOUSTON;TX;BRWY;54215;54215;CORPUS CHRISTI;TX;WS;211;140;914;64;260609;156;1074;1672;1054;618;21
1640;STL;GRAN_32496;GRAN;21200;GRANITE CITY;IL;DC;32496;32496;POMONA;MO;WS;201;26;0;100;7239;155;47;47;26;21;21
1643;STL;GRAN_31666;GRAN;21200;GRANITE CITY;IL;DC;31666;31666;OWENSBORO;KY;WB;205;27;0;100;7141;150;48;48;27;21;21
1887;WMS;DBB1_74562;DBB1;54500;LEXINGTON;VA;MB;74562;74562;CHESAPEAKE;VA;WS;222;0;0;100;2746;135;20;20;\N;20;20
1881;WMS;DBB1_10802;DBB1;54500;LEXINGTON;VA;MB;10802;10802;WASHINGTON;DC;WS;178;0;0;100;2674;135;20;20;\N;20;20
1964;WMS;VIRG_34732;VIRG;34500;COLONIAL HEIGHTS;VA;DC;34732;34732;SMOOT;WV;WS;284;25;0;100;6771;151;45;45;25;20;20
1638;STL;GRAN_42482;GRAN;21200;GRANITE CITY;IL;DC;42482;42482;SEDALIA;MO;WS;195;37;0;100;8542;153;56;56;37;19;19
1902;WMS;VIRG_84549;VIRG;34500;COLONIAL HEIGHTS;VA;DC;84549;84549;LAWRENCEVILLE;VA;WS;92;29;0;100;6794;142;48;48;29;19;19
938;JKSV;JKSV_70911;JKSV;30900;JACKSONVILLE;FL;BRWY;70911;70911;FORT MYERS;FL;WS;291;147;0;9;264596;139;166;1899;147;1752;19
411;CRTV;CRTV_04163;CRTV;31000;CARTERSVILLE;GA;BRWY;4163;4163;LA VERGNE;TN;WS;193;132;105;18;200237;144;255;1392;237;1155;19
1628;STL;GRAN_41272;GRAN;21200;GRANITE CITY;IL;DC;41272;41272;QUINCY;IL;WS;142;30;0;100;7034;146;48;48;30;18;18
195;COL;COL_32143;COL;43400;COLUMBUS;OH;BRWY;32143;32143;KALAMAZOO;MI;WB;254;65;38;26;69681;150;121;466;103;363;18
1210;MERR;MERR_NWK;MERR;22800;MERRIMACK;NH;BRWY;NWK;92900;NEWARK;NJ;BR;240;57;0;37;23558;118;75;200;57;143;18
1630;STL;GRAN_42483;GRAN;21200;GRANITE CITY;IL;DC;42483;42483;SIKESTON;MO;WS;154;17;0;100;5452;159;34;34;17;17;17
137;COL;COL_51363;COL;43400;COLUMBUS;OH;BRWY;51363;51363;PORTLAND;IN;WS;124;4;24;100;7237;161;45;45;28;17;17
959;JKSV;JKSV_10986;JKSV;30900;JACKSONVILLE;FL;BRWY;10986;10986;MIAMI;FL;WS;347;164;0;14;180440;142;181;1268;164;1104;17
222;COL;COL_32156;COL;43400;COLUMBUS;OH;BRWY;32156;32156;MUSKEGON HEIGHTS;MI;WS;331;42;34;24;59205;153;92;388;76;312;16
1629;STL;GRAN_81271;GRAN;21200;GRANITE CITY;IL;DC;81271;81271;LAWRENCEVILLE;IL;WS;146;22;0;100;5737;151;38;38;22;16;16
808;HTN;KAR1_94231;KAR1;34200;HOUSTON;TX;MB;94231;94231;TEXAS CITY;TX;WS;58;0;0;100;2068;130;16;16;\N;16;16
205;COL;COL_03792;COL;43400;COLUMBUS;OH;BRWY;3792;3792;MOUNT JEWETT;PA;WS;288;0;0;100;2145;136;16;16;\N;16;16
1646;STL;GRAN_52410;GRAN;21200;GRANITE CITY;IL;DC;52410;52410;KENNETT;MO;WS;217;12;0;100;4377;158;28;28;12;16;16
1626;STL;GRAN_41240;GRAN;21200;GRANITE CITY;IL;DC;41240;41240;MARION;IL;WS;134;24;0;100;5819;150;39;39;24;15;15
610;FCL;BRK1_50501;BRK1;20520;LITTLETON;CO;MB;50501;50501;COLORADO SPRINGS;CO;BB;91;0;0;100;1982;135;15;15;\N;15;15
1617;STL;GRAN_31225;GRAN;21200;GRANITE CITY;IL;DC;31225;31225;CHRISTOPHER;IL;WS;98;14;0;100;4356;155;28;28;14;14;14
581;CRTV;RPGA_53929;RPGA;71005;NORCROSS;GA;WSC;53929;53929;PIEDMONT;SC;WB;118;0;0;100;1647;120;14;14;\N;14;14
1614;STL;GRAN_51265;GRAN;21200;GRANITE CITY;IL;DC;51265;51265;NOKOMIS;IL;WB;81;11;0;100;3591;146;25;25;11;14;14
772;HTN;HTN_41732;HTN;64200;HOUSTON;TX;BRWY;41732;41732;LAFAYETTE;LA;WS;214;99;3;9;179100;141;116;1274;102;1172;13
1624;STL;GRAN_51264;GRAN;21200;GRANITE CITY;IL;DC;51264;51264;MATTOON;IL;WS;129;23;0;100;5545;153;36;36;23;13;13
398;CRTV;CRTV_04136;CRTV;31000;CARTERSVILLE;GA;BRWY;4136;4136;TULLAHOMA;TN;NE;153;0;0;100;1664;135;12;12;\N;12;12
1490;NWK;RPS6_10802;RPS6;23700;CARLISLE;PA;DC;10802;10802;WASHINGTON;DC;WS;112;0;0;100;1883;153;12;12;\N;12;12
934;JKSV;JKSV_33916;JKSV;30900;JACKSONVILLE;FL;BRWY;33916;33916;COLUMBIA;SC;WS;279;117;0;11;171054;143;129;1200;117;1083;12
1814;STL;STL_54153;STL;52400;ST LOUIS;MO;BRWY;54153;54153;MEMPHIS;TN;WS;282;142;0;16;137730;143;154;965;142;823;12
1886;WMS;DBB1_74563;DBB1;54500;LEXINGTON;VA;MB;74563;74563;HAMPTON;VA;WS;207;0;0;100;1521;135;11;11;\N;11;11
779;HTN;HTN_31712;HTN;64200;HOUSTON;TX;BRWY;31712;31712;BATON ROUGE;LA;WS;266;92;0;8;173795;142;103;1225;92;1133;11
185;COL;COL_42146;COL;43400;COLUMBUS;OH;BRWY;42146;42146;LANSING;MI;WB;236;63;14;19;73326;157;87;468;77;391;11
727;FFD;RPS5_20460;RPS5;20406;LATHROP;CA;DC;20460;20460;OAKLAND;CA;BB;65;0;0;100;1632;153;11;11;\N;11;11
1615;STL;GRAN_51245;GRAN;21200;GRANITE CITY;IL;DC;51245;51245;JACKSONVILLE;IL;WB;85;26;0;100;5754;157;37;37;26;11;11
1650;STL;GRAN_01318;GRAN;21200;GRANITE CITY;IL;DC;1318;1318;FRENCH LICK;IN;WS;233;23;0;100;4837;144;34;34;23;11;11
949;JKSV;JKSV_43926;JKSV;30900;JACKSONVILLE;FL;BRWY;43926;43926;MYRTLE BEACH;SC;WS;327;73;3;11;114122;138;87;825;76;748;10
767;HTN;HTN_64287;HTN;64200;HOUSTON;TX;BRWY;64287;64287;TEMPLE;TX;WS;197;67;81;23;102027;149;158;686;148;539;10
983;JKSV;JKSV_81018;JKSV;30900;JACKSONVILLE;FL;BRWY;81018;81018;NORCROSS;GA;WS;328;117;2;8;223171;145;129;1540;119;1421;10
766;HTN;HTN_64295;HTN;64200;HOUSTON;TX;BRWY;64295;64295;WACO;TX;WB;187;51;36;17;83237;143;97;583;87;496;10
787;HTN;HTN_71702;HTN;64200;HOUSTON;TX;BRWY;71702;71702;MADISONVILLE;LA;WS;327;72;0;8;139016;140;82;993;72;921;10
582;CRTV;RPGA_10121;RPGA;71005;NORCROSS;GA;WSC;10121;10121;BIRMINGHAM;AL;WS;165;0;0;100;1139;120;9;9;\N;9;9
197;COL;COL_32112;COL;43400;COLUMBUS;OH;BRWY;32112;32112;DOWAGIAC;MI;WS;257;41;29;30;37373;139;80;269;70;199;9
932;JKSV;JKSV_40925;JKSV;30900;JACKSONVILLE;FL;BRWY;40925;40925;PUNTA GORDA;FL;WS;270;85;0;11;117723;141;94;832;85;747;9
469;CRTV;CRTV_31636;CRTV;31000;CARTERSVILLE;GA;BRWY;31636;31636;HENDERSON;KY;WS;347;0;0;100;1251;135;9;9;\N;9;9
1823;STL;STL_11319;STL;52400;ST LOUIS;MO;BRWY;11319;11319;HAMMOND;IN;WS;299;4;91;26;55244;141;104;393;95;298;9
776;HTN;HTN_81774;HTN;64200;HOUSTON;TX;BRWY;81774;81774;SHREVEPORT;LA;WS;238;75;17;11;128139;145;101;885;92;793;9
785;HTN;HTN_71741;HTN;64200;HOUSTON;TX;BRWY;71741;71741;HOUMA;LA;WS;315;48;0;9;87051;134;57;650;48;602;9
984;JKSV;JKSV_23912;JKSV;30900;JACKSONVILLE;FL;BRWY;23912;23912;CHARLESTON;SC;WS;235;239;0;14;264238;151;248;1746;239;1507;9
784;HTN;HTN_04249;HTN;64200;HOUSTON;TX;BRWY;4249;4249;LAREDO;TX;WB;314;83;0;9;143436;144;92;998;83;915;9
56;BLDV;BLDV_42942;BLDV;23100;BALDWINSVILLE;NY;BRWY;42942;42942;MONMOUTH JUNCTION;NJ;WS;269;0;82;25;51149;140;91;365;82;282;9
2048;WMS;WMS_41905;WMS;14500;WILLIAMSBURG;VA;BRWY;41905;41905;ELKTON;MD;WS;237;32;39;24;46756;143;80;328;71;256;8
1832;STL;STL_04163;STL;52400;ST LOUIS;MO;BRWY;4163;4163;LA VERGNE;TN;WS;314;119;7;10;199800;145;134;1378;126;1252;8
168;COL;COL_61346;COL;43400;COLUMBUS;OH;BRWY;61346;61346;KOKOMO;IN;WS;189;43;315;54;104683;154;366;680;358;322;8
183;COL;COL_71378;COL;43400;COLUMBUS;OH;BRWY;71378;71378;SOUTH BEND;IN;WS;232;60;29;18;79965;145;97;552;89;463;8
579;CRTV;RPGA_71008;RPGA;71005;NORCROSS;GA;WSC;71008;71008;ATHENS;GA;WS;51;0;0;100;915;120;8;8;\N;8;8
1382;NWK;NWK_82066;NWK;92900;NEWARK;NJ;BRWY;82066;82066;PITTSFIELD;MA;WB;176;0;0;100;1069;146;7;7;\N;7;7
1616;STL;GRAN_22423;GRAN;21200;GRANITE CITY;IL;DC;22423;22423;CUBA;MO;WS;92;52;0;100;8809;149;59;59;52;7;7
1807;STL;STL_11209;STL;52400;ST LOUIS;MO;BRWY;11209;11209;MONTGOMERY;IL;WS;269;101;185;33;132249;150;293;879;286;593;7
946;JKSV;JKSV_81004;JKSV;30900;JACKSONVILLE;FL;BRWY;81004;81004;ATLANTA;GA;WS;317;75;0;18;64345;144;82;448;75;373;7
1644;STL;GRAN_12448;GRAN;21200;GRANITE CITY;IL;DC;12448;12448;KIRKSVILLE;MO;WB;208;32;0;100;5839;150;39;39;32;7;7
1891;WMS;DBB1_OHCO;DBB1;54500;LEXINGTON;VA;MB;OHCO;53400;OBETZ;OH;BR;323;2;0;100;1203;135;9;9;2;7;7
69;BLDV;BLDV_MERR;BLDV;23100;BALDWINSVILLE;NY;BRWY;MERR;22800;MERRIMACK;NH;BR;294;147;0;15;154467;148;154;1041;147;894;7
775;HTN;HTN_34254;HTN;64200;HOUSTON;TX;BRWY;34254;34254;LLANO;TX;WB;238;55;14;10;108266;145;76;749;69;680;7
1203;MERR;MERR_53166;MERR;22800;MERRIMACK;NH;BRWY;53166;53166;POUGHKEEPSIE;NY;WS;216;0;0;100;795;117;7;7;\N;7;7
608;FCL;BRK1_60518;BRK1;20520;LITTLETON;CO;MB;60518;60518;LOVELAND;CO;BB;60;0;0;100;919;135;7;7;\N;7;7
431;CRTV;CRTV_04109;CRTV;31000;CARTERSVILLE;GA;BRWY;4109;4109;CLARKSVILLE;TN;WS;253;2;96;24;63993;145;105;441;98;343;7
421;CRTV;CRTV_61003;CRTV;31000;CARTERSVILLE;GA;BRWY;61003;61003;ALBANY;GA;WS;214;58;183;38;99852;151;248;662;241;420;7
1493;NWK;RPS6_41901;RPS6;23700;CARLISLE;PA;DC;41901;41901;ANNAPOLIS;MD;WS;123;0;0;100;1012;153;7;7;\N;7;7
414;CRTV;CRTV_30166;CRTV;31000;CARTERSVILLE;GA;BRWY;30166;30166;MONTGOMERY;AL;WS;199;55;149;44;71403;150;211;475;204;271;7
729;FFD;RPS5_20499;RPS5;20406;LATHROP;CA;DC;20499;20499;WATSONVILLE;CA;WS;112;0;0;100;1004;153;7;7;\N;7;7
976;JKSV;JKSV_81019;JKSV;30900;JACKSONVILLE;FL;BRWY;81019;81019;MARIETTA;GA;WB;335;61;0;19;49811;142;68;351;61;290;7
1400;NWK;NWK_92015;NWK;92900;NEWARK;NJ;BRWY;92015;92015;ATHOL;MA;WS;208;1;0;100;1084;149;7;7;1;6;6
1201;MERR;MERR_53164;MERR;22800;MERRIMACK;NH;BRWY;53164;53164;KINGSTON;NY;WB;202;0;0;100;696;118;6;6;\N;6;6
219;COL;COL_62191;COL;43400;COLUMBUS;OH;BRWY;62191;62191;WEST BRANCH;MI;WS;325;30;0;14;39190;152;36;259;30;229;6
1632;STL;GRAN_21214;GRAN;21200;GRANITE CITY;IL;DC;21214;21214;BLOOMINGTON;IL;WB;162;88;0;100;14123;151;94;94;88;6;6
1156;LA;RPS4_30248;RPS4;10401;CARSON(G&D WHSE);CA;DC;30248;30248;LAKE HAVASU;AZ;WB;297;0;0;100;774;135;6;6;\N;6;6
34;BLDV;BLDV_42917;BLDV;23100;BALDWINSVILLE;NY;BRWY;42917;42917;RANDOLPH;NJ;WS;226;32;84;40;44960;148;122;304;116;188;6
730;FFD;RPS5_20458;RPS5;20406;LATHROP;CA;DC;20458;20458;ANTIOCH;CA;WS;120;0;0;100;741;135;5;5;\N;5;5
419;CRTV;CRTV_10125;CRTV;31000;CARTERSVILLE;GA;BRWY;10125;10125;MUSCLE SHOALS;AL;WS;203;23;58;38;33121;145;87;228;81;146;5
1498;NWK;RPS6_22901;RPS6;23700;CARLISLE;PA;DC;22901;22901;PLEASANTVILLE;NJ;WS;175;0;0;100;715;135;5;5;\N;5;5
612;FCL;BRK1_50507;BRK1;20520;LITTLETON;CO;MB;50507;50507;CLIFTON;CO;WS;243;0;0;100;696;135;5;5;\N;5;5
926;JKSV;JKSV_00954;JKSV;30900;JACKSONVILLE;FL;BRWY;954;954;TAMPA;FL;NE;204;0;0;100;693;135;5;5;\N;5;5
812;HTN;KAR1_44207;KAR1;34200;HOUSTON;TX;MB;44207;44207;BEAUMONT;TX;WB;93;0;0;100;671;135;5;5;\N;5;5
46;BLDV;BLDV_13733;BLDV;23100;BALDWINSVILLE;NY;BRWY;13733;13733;HARRISBURG;PA;WS;257;71;141;58;56705;152;217;374;212;162;5
789;HTN;HTN_61754;HTN;64200;HOUSTON;TX;BRWY;61754;61754;MONROE;LA;WS;334;46;0;13;58022;144;51;404;46;358;5
1158;LA;RPS4_10202;RPS4;10401;CARSON(G&D WHSE);CA;DC;10202;10202;KINGMAN;AZ;WS;329;0;0;100;658;135;5;5;\N;5;5
1154;LA;RPS4_32711;RPS4;10401;CARSON(G&D WHSE);CA;DC;32711;32711;LAS VEGAS;NV;WS;275;0;0;100;498;103;5;5;\N;5;5
1502;NWK;RPS6_33768;RPS6;23700;CARLISLE;PA;DC;33768;33768;PITTSBURGH;PA;WS;191;0;0;100;608;135;5;5;\N;5;5
62;BLDV;BLDV_40689;BLDV;23100;BALDWINSVILLE;NY;BRWY;40689;40689;ORANGE;CT;WS;284;105;0;53;30538;149;109;205;105;100;4
61;BLDV;BLDV_22930;BLDV;23100;BALDWINSVILLE;NY;BRWY;22930;22930;DEPTFORD;NJ;WS;279;0;41;21;30524;141;45;217;41;176;4
1153;LA;RPS4_30295;RPS4;10401;CARSON(G&D WHSE);CA;DC;30295;30295;YUMA;AZ;WS;273;0;0;100;565;135;4;4;\N;4;4
1804;STL;STL_31545;STL;52400;ST LOUIS;MO;BRWY;31545;31545;LENEXA(KAN CITY);KS;WS;265;34;17;22;36411;143;55;255;51;203;4
1072;LA;GRD1_10475;GRD1;90410;LOS ANGELES;CA;MB;10475;10475;SAN DIEGO;CA;BB;118;0;0;100;528;135;4;4;\N;4;4
514;CRTV;GEOR_70923;GEOR;61000;POOLER;GA;DC;70923;70923;LAKE CITY;FL;WB;184;0;0;100;524;135;4;4;\N;4;4
2031;WMS;WMS_63236;WMS;14500;WILLIAMSBURG;VA;BRWY;63236;63236;DURHAM;NC;WB;177;55;81;32;66841;155;139;432;136;297;4
1393;NWK;NWK_41908;NWK;92900;NEWARK;NJ;BRWY;41908;41908;EASTON;MD;WS;199;0;0;100;614;165;4;4;\N;4;4
531;CRTV;GEOR_81004;GEOR;61000;POOLER;GA;DC;81004;81004;ATLANTA;GA;WS;248;0;0;100;494;135;4;4;\N;4;4
967;JKSV;JKSV_00944;JKSV;30900;JACKSONVILLE;FL;BRWY;944;944;DEERFIELD BEACH F;FL;NE;342;0;0;100;396;109;4;4;\N;4;4
1149;LA;RPS4_30414;RPS4;10401;CARSON(G&D WHSE);CA;DC;30414;30414;IMPERIAL;CA;WS;214;0;0;100;479;135;4;4;\N;4;4
1817;STL;STL_31549;STL;52400;ST LOUIS;MO;BRWY;31549;31549;LAWRENCE;KS;WS;289;29;82;35;49463;150;115;331;111;220;4
1442;NWK;NWK_03792;NWK;92900;NEWARK;NJ;BRWY;3792;3792;MOUNT JEWETT;PA;WS;305;0;34;36;15487;148;38;105;34;70;3
1398;NWK;NWK_13755;NWK;92900;NEWARK;NJ;BRWY;13755;13755;LEWISTOWN;PA;WS;206;8;27;43;13438;149;39;90;35;55;3
190;COL;COL_01603;COL;43400;COLUMBUS;OH;BRWY;1603;1603;BARDSTOWN;KY;WS;242;29;0;16;28411;142;32;200;29;171;3
774;HTN;HTN_21703;HTN;64200;HOUSTON;TX;BRWY;21703;21703;ALEXANDRIA;LA;WB;230;31;0;6;88329;145;34;611;31;580;3
764;HTN;HTN_44266;HTN;64200;HOUSTON;TX;BRWY;44266;44266;NEW BRAUNFELS;TX;WS;178;17;19;6;98883;147;39;674;36;638;3
528;CRTV;GEOR_71027;GEOR;61000;POOLER;GA;DC;71027;71027;GAINESVILLE;GA;WB;244;0;0;100;393;135;3;3;\N;3;3
40;BLDV;BLDV_82079;BLDV;23100;BALDWINSVILLE;NY;BRWY;82079;82079;CHICOPEE;MA;WB;238;37;57;20;74000;151;96;491;94;398;3
63;BLDV;BLDV_13797;BLDV;23100;BALDWINSVILLE;NY;BRWY;13797;13797;YORK;PA;WS;286;5;86;54;25859;151;94;172;91;81;3
958;JKSV;JKSV_71027;JKSV;30900;JACKSONVILLE;FL;BRWY;71027;71027;GAINESVILLE;GA;WB;346;31;0;15;32599;144;34;226;31;195;3
1224;MERR;MERR_13106;MERR;22800;MERRIMACK;NH;BRWY;13106;13106;LIVERPOOL;NY;WS;299;0;0;100;367;132;3;3;\N;3;3
1791;STL;STL_61335;STL;52400;ST LOUIS;MO;BRWY;61335;61335;ATTICA;IN;WS;245;0;2;100;665;150;4;4;2;3;3
1451;NWK;NWK_33107;NWK;92900;NEWARK;NJ;BRWY;33107;33107;LANCASTER;NY;WS;344;0;14;36;6224;136;16;46;14;32;3
206;COL;COL_11319;COL;43400;COLUMBUS;OH;BRWY;11319;11319;HAMMOND;IN;WS;298;18;9;29;14457;143;29;101;27;74;3
2057;WMS;WMS_33245;WMS;14500;WILLIAMSBURG;VA;BRWY;33245;33245;LINWOOD;NC;WB;267;86;3;9;151025;155;92;977;89;888;3
1831;STL;STL_01583;STL;52400;ST LOUIS;MO;BRWY;1583;1583;TOPEKA;KS;WS;314;25;17;13;51380;145;45;353;42;311;3
975;JKSV;JKSV_81049;JKSV;30900;JACKSONVILLE;FL;BRWY;81049;81049;LAGRANGE;GA;WS;317;24;0;14;26226;142;27;185;24;161;3
38;BLDV;BLDV_43163;BLDV;23100;BALDWINSVILLE;NY;BRWY;43163;43163;PEEKSKILL;NY;WS;234;0;55;21;40419;148;57;272;55;217;3
782;HTN;HTN_10388;HTN;64200;HOUSTON;TX;BRWY;10388;10388;TEXARKANA;AR;WS;290;31;0;28;17831;147;33;121;31;90;2
1824;STL;STL_52311;STL;52400;ST LOUIS;MO;BRWY;52311;52311;OLIVE BRANCH;MS;WS;300;25;7;7;73896;143;34;516;32;484;2
193;COL;COL_91630;COL;43400;COLUMBUS;OH;BRWY;91630;91630;HAZARD;KY;WS;247;59;0;11;82130;151;61;544;59;485;2
203;COL;COL_62103;COL;43400;COLUMBUS;OH;BRWY;62103;62103;BAD AXE;MI;WS;287;9;7;14;19499;154;18;127;16;111;2
519;CRTV;GEOR_91029;GEOR;61000;POOLER;GA;DC;91029;91029;GRIFFIN;GA;WB;208;0;0;100;310;135;2;2;\N;2;2
